employee_id,employee_name,department,position,employment_status,performance_score,engagement_survey,emp_satisfaction,salary,onboarding_task_count,onboarding_completion_percentage,learning_record_count,completed_learning_records,tool_usage_record_count,average_daily_active_usage,support_ticket_count,open_support_ticket_count
10200,"Chigurh, Anton",Sales,Area Sales Manager,Active,Fully Meets,3.0,5,66808,14,91.07,10,13230,45,0.38,3,0
10201,"Hunts, Julissa",Production       ,Production Technician II,Active,Fully Meets,3.0,5,69340,12,73.75,11,24300,45,0.58,5,0
10202,"McKinzie, Jac",Sales,Area Sales Manager,Active,Fully Meets,3.4,4,63291,10,89.6,10,9450,45,0.47,3,0
10203,"Bugali, Josephine ",Production       ,Production Technician I,Active,Fully Meets,3.5,5,64375,14,80.64,10,30240,45,0.56,6,0
10204,"Wilkes, Annie",Production       ,Production Technician I,Voluntarily Terminated,Fully Meets,3.6,5,58062,14,81.93,10,22680,45,0.56,4,0
10205,"Valentin,Jackie",Sales,Area Sales Manager,Active,Fully Meets,2.81,3,57859,14,88.79,8,10080,45,0.53,2,0
10206,"Nguyen, Lei-Ming",Production       ,Production Technician I,Active,Fully Meets,3.6,5,62061,14,82.79,10,22050,45,0.44,5,6300
10207,"Dobrin, Denisa  S",Production       ,Production Technician I,Active,Fully Meets,3.4,5,46335,14,80.14,10,3780,45,0.6,0,0
10208,"Knapp, Bradley  J",Production       ,Production Technician I,Active,Fully Meets,3.1,3,46654,14,86.57,10,4410,45,0.53,1,0
10209,"Sutwell, Barbara",Production       ,Production Technician I,Active,Fully Meets,3.4,5,59238,14,74.64,10,12600,45,0.58,4,0
10210,"Chan, Lin",Production       ,Production Technician I,Active,Fully Meets,3.3,4,54237,14,67.21,11,30870,45,0.51,7,0
10211,"Dunne, Amy",Production       ,Production Technician I,Active,Fully Meets,2.9,3,62514,14,90.64,10,18900,45,0.56,5,6300
10212,"Daniele, Ann  ",IT/IS,Sr. Network Engineer,Active,Fully Meets,3.1,5,85028,14,78.79,10,13230,45,0.53,3,0
10213,"Monkfish, Erasumus",Production       ,Production Technician II,Active,Fully Meets,3.7,3,58207,14,87.07,8,4410,45,0.58,1,0
10214,"Hutter, Rosalie",Production       ,Production Technician II,Active,Fully Meets,4.5,3,64995,14,83.71,10,17010,45,0.6,3,0
10215,"Ndzi, Colombui",Production       ,Production Technician I,Voluntarily Terminated,Fully Meets,4.3,3,50470,14,92.64,10,18900,45,0.58,5,0
10216,"Myers, Michael",Production       ,Production Technician I,Active,Fully Meets,4.1,4,57575,14,97.79,10,5040,45,0.49,1,0
10217,"Petingill, Shana  ",Production       ,Production Technician II,Active,Fully Meets,4.3,3,74226,14,83.29,10,10080,45,0.51,4,0
10218,"Gosciminski, Phylicia  ",Production       ,Production Technician II,Active,Fully Meets,4.4,5,66149,14,86.29,10,5670,45,0.47,1,0
10219,"Mahoney, Lauren  ",Production       ,Production Technician I,Active,Fully Meets,4.6,4,45395,14,89.36,10,4410,45,0.51,1,0
10220,"Clayton, Rick",IT/IS,IT Support,Active,Fully Meets,4.7,3,68678,11,71.27,10,4950,45,0.56,2,0
10221,"Tavares, Desiree  ",Production       ,Production Technician I,Voluntarily Terminated,Fully Meets,4.5,5,60754,12,73.92,11,17280,45,0.6,4,5940
10222,"Ruiz, Ricardo",IT/IS,IT Manager - DB,Voluntarily Terminated,Fully Meets,4.3,4,148999,14,92.0,10,30240,45,0.49,6,0
10223,"Moran, Patrick",Production       ,Production Technician II,Active,Fully Meets,4.1,4,72106,14,97.5,10,8820,45,0.58,2,6300
10224,"Robertson, Peter",Production       ,Production Technician II,Voluntarily Terminated,Fully Meets,4.2,5,55578,13,84.08,11,14040,45,0.56,4,0
10225,"Punjabhi, Louis  ",Production       ,Production Technician I,Active,Fully Meets,4.8,3,59472,14,95.29,10,15120,45,0.71,4,0
10226,"Biden, Lowan  M",Production       ,Production Technician I,Active,Fully Meets,4.2,3,64919,12,81.08,11,37800,45,0.56,7,0
10227,"Jackson, Maryellen",Production       ,Production Technician I,Active,Fully Meets,4.1,3,61242,14,81.43,10,13230,45,0.58,3,0
10228,"Goeth, Amon",IT/IS,IT Support,Active,Fully Meets,4.3,5,74679,14,96.36,11,22680,45,0.56,6,0
10229,"Salter, Jason",IT/IS,Data Analyst ,Voluntarily Terminated,Fully Meets,4.2,3,88527,14,84.5,11,13230,45,0.51,3,0
10230,"Roberson, May",Production       ,Production Technician II,Voluntarily Terminated,Fully Meets,4.5,4,64971,14,84.07,10,5670,45,0.58,0,0
10231,"Khemmich, Bartholemew",Sales,Area Sales Manager,Active,Fully Meets,4.3,5,65310,14,89.93,11,4410,45,0.47,0,0
10232,"Le, Binh",IT/IS,Senior BI Developer,Active,Fully Meets,4.1,5,81584,14,90.93,10,5670,45,0.56,1,0
10233,"Sahoo, Adil",Production       ,Production Technician II,Active,Fully Meets,4.1,3,57975,14,86.79,10,17640,45,0.56,4,6300
10234,"Gruber, Hans",IT/IS,BI Developer,Active,Fully Meets,4.2,5,99020,14,100.0,10,13230,45,0.53,3,0
10235,"England, Rex",Production       ,Production Technician I,Active,Fully Meets,4.2,3,54285,14,88.79,10,8820,45,0.64,2,0
10236,"Jacobi, Hannah  ",Production       ,Production Technician I,Active,Fully Meets,4.3,5,45069,14,92.71,10,8820,45,0.53,2,0
10237,"Good, Susan",Production       ,Production Technician II,Active,Fully Meets,4.6,3,66825,13,84.85,8,14040,45,0.53,4,0
10238,"Brown, Mia",Admin Offices,Accountant I,Active,Fully Meets,4.5,2,63000,14,80.5,10,10080,45,0.4,2,0
10239,"Rachael, Maggie",IT/IS,BI Developer,Active,Fully Meets,4.4,4,95920,12,75.25,10,11340,45,0.51,3,0
10240,"Chivukula, Enola",Production       ,Production Technician I,Voluntarily Terminated,Fully Meets,4.3,4,64786,11,78.64,10,8910,45,0.58,3,0
10241,"Strong, Caitrin",Sales,Area Sales Manager,Active,Fully Meets,4.1,4,60120,14,92.86,10,30240,45,0.47,6,0
10242,"Barbara, Thomas",Production       ,Production Technician I,Voluntarily Terminated,Fully Meets,4.2,3,47211,14,73.93,11,3780,45,0.47,1,0
10243,"Gold, Shenice  ",Production       ,Production Technician I,Active,Fully Meets,4.3,5,53018,14,81.79,10,10080,45,0.56,2,0
10244,"Kampew, Donysha",Sales,Sales Manager,Voluntarily Terminated,Fully Meets,4.5,5,68999,14,86.0,10,11340,45,0.44,2,0
10245,"Becker, Renee",IT/IS,Database Administrator,Terminated for Cause,Fully Meets,4.5,4,110000,14,86.64,11,6300,45,0.56,2,0
10246,"Goble, Taisha",IT/IS,Database Administrator,Terminated for Cause,Fully Meets,4.6,4,114800,14,83.43,10,3780,45,0.56,0,0
10247,"Engdahl, Jean",Production       ,Production Technician I,Active,Fully Meets,4.7,5,48888,13,87.92,10,32760,45,0.53,7,0
10248,"Hudson, Jane",Production       ,Production Technician I,Active,Fully Meets,4.8,4,55425,14,89.43,10,26460,45,0.53,6,0
10249,"Latif, Mohammed",Production       ,Production Technician II,Voluntarily Terminated,Fully Meets,4.9,3,61962,14,76.93,10,15120,45,0.56,3,0
10250,"Bacong, Alejandro ",IT/IS,IT Support,Active,Fully Meets,5.0,5,50178,14,79.57,10,11340,45,0.49,3,0
10251,"Lecter, Hannibal",Production       ,Production Technician I,Active,Fully Meets,4.1,3,64738,12,74.08,11,3780,45,0.51,1,0
10252,"Baczenski, Rachael  ",Production       ,Production Technician I,Voluntarily Terminated,Fully Meets,4.2,4,54670,14,95.29,11,22680,45,0.56,4,0
10253,"Villanueva, Noah",Sales,Area Sales Manager,Active,Fully Meets,4.5,4,55875,14,94.43,10,13230,45,0.42,3,0
10254,"Motlagh,  Dawn",Production       ,Production Technician I,Active,Fully Meets,4.4,4,63430,14,81.57,10,5040,45,0.56,2,0
10255,"Givens, Myriam",Sales,Area Sales Manager,Active,Fully Meets,4.5,5,61555,14,69.21,10,25200,45,0.47,5,0
10256,"Goyal, Roxana",Production       ,Production Technician I,Active,Fully Meets,4.1,5,49256,14,81.86,10,22680,45,0.58,4,0
10257,"Gaul, Barbara",Production       ,Production Technician I,Active,Fully Meets,4.2,4,53171,14,91.29,10,17640,45,0.6,4,0
10258,"Fraval, Maruk ",Sales,Area Sales Manager,Active,Fully Meets,4.3,3,67251,11,77.91,10,7920,45,0.44,2,0
10259,"Pearson, Randall",IT/IS,Data Analyst,Voluntarily Terminated,Fully Meets,4.7,4,93093,13,76.23,10,9360,45,0.53,2,5850
10260,"Sadki, Nore  ",Production       ,Production Technician I,Voluntarily Terminated,Fully Meets,4.6,5,46428,11,85.27,10,24750,45,0.53,5,0
10261,"Cockel, James",Production       ,Production Technician I,Active,Fully Meets,4.4,5,63108,14,90.36,10,6300,45,0.58,2,0
10262,"Purinton, Janine",Production       ,Production Technician I,Voluntarily Terminated,Fully Meets,4.5,5,46430,10,68.6,11,4050,45,0.6,1,0
10263,"Faller, Megan ",Production       ,Production Technician II,Active,Fully Meets,4.4,5,71776,14,90.64,10,5040,45,0.56,0,0
10264,"Williams, Jacquelyn  ",Production       ,Production Technician I,Voluntarily Terminated,Fully Meets,4.3,4,59728,12,72.92,11,26460,45,0.49,7,0
10265,"Barone, Francesco  A",Production       ,Production Technician I,Active,Fully Meets,4.6,4,58709,14,76.21,10,13230,45,0.53,3,0
10266,"Stoica, Rick",Production       ,Production Technician I,Active,Fully Meets,4.7,3,61355,14,89.21,10,10080,45,0.51,2,0
10267,"Bondwell, Betsy",Production       ,Production Technician II,Voluntarily Terminated,Fully Meets,4.8,5,57815,14,83.57,11,22680,45,0.71,6,0
10268,"Thibaud, Kenneth",Production       ,Production Technician II,Voluntarily Terminated,Fully Meets,4.1,4,67176,14,96.79,9,3780,45,0.53,1,0
10269,"Close, Phil",Production       ,Production Technician II,Voluntarily Terminated,Fully Meets,4.2,4,59369,14,89.07,11,4410,45,0.56,0,0
10270,"Trzeciak, Cybil",Production       ,Production Technician II,Voluntarily Terminated,Fully Meets,4.4,3,74813,14,91.79,9,9450,45,0.49,3,0
10271,"Zima, Colleen",Production       ,Production Technician I,Active,Fully Meets,4.5,5,45046,11,97.55,10,10395,45,0.62,3,0
10272,"Houlihan, Debra",Sales,Director of Sales,Active,Fully Meets,4.5,4,180000,14,83.36,10,11340,45,0.47,3,0
10273,"Galia, Lisa",IT/IS,IT Support,Active,Fully Meets,4.7,4,65707,14,81.29,10,5040,45,0.58,1,0
10274,"Wallace, Courtney  E",Production       ,Production Manager,Voluntarily Terminated,Fully Meets,4.5,3,80512,14,85.43,10,26460,45,0.36,6,0
10275,"Cloninger, Jennifer",Production       ,Production Technician II,Voluntarily Terminated,Fully Meets,4.2,5,64066,14,91.0,11,15120,45,0.51,4,0
10276,"Dickinson, Geoff ",Production       ,Production Technician I,Active,Fully Meets,4.3,4,51259,14,75.64,9,22050,45,0.51,5,0
10277,"Becker, Scott",Production       ,Production Technician I,Active,Fully Meets,4.2,4,53250,13,87.62,9,3510,45,0.53,1,0
10278,"Stanford,Barbara  M",Production       ,Production Technician I,Active,Fully Meets,4.1,4,47961,12,81.58,11,10800,45,0.53,4,0
10279,"Mangal, Debbie",Production       ,Production Technician I,Active,Fully Meets,4.1,3,61349,14,71.93,10,15120,45,0.56,3,0
10280,"Estremera, Miguel",Production       ,Production Technician I,Terminated for Cause,Needs Improvement,5.0,4,60340,14,82.86,9,17640,45,0.56,4,0
10281,"Owad, Clinton",Production       ,Production Technician I,Active,Needs Improvement,4.25,3,53060,14,72.5,10,20160,45,0.6,4,0
10282,"Corleone, Michael",Production       ,Production Manager,Active,Needs Improvement,4.13,2,68051,14,61.5,10,26460,45,0.38,6,0
10283,"Gilles, Alex",Production       ,Production Technician I,Voluntarily Terminated,Needs Improvement,3.97,4,54933,14,84.07,10,26460,45,0.56,7,0
10284,"DiNocco, Lily ",Production       ,Production Technician I,Active,Needs Improvement,3.88,4,61584,14,93.36,10,15120,45,0.58,4,0
10285,"Robinson, Cherly",Production       ,Production Technician I,Terminated for Cause,Needs Improvement,3.6,3,61422,11,90.36,11,8910,45,0.58,2,0
10286,"Smith, Martin",Production       ,Production Technician I,Voluntarily Terminated,Needs Improvement,3.54,5,53564,14,82.36,11,13230,45,0.49,3,0
10287,"Trang, Mei",Production       ,Production Technician I,Active,Needs Improvement,2.44,5,63025,14,95.93,10,6300,45,0.62,0,0
10288,"Monroe, Peter",IT/IS,IT Manager - Infra,Active,Needs Improvement,2.39,3,157000,14,87.79,10,17640,45,0.6,4,0
10289,"Immediato, Walter",Production       ,Production Manager,Voluntarily Terminated,Needs Improvement,2.34,2,83082,14,93.21,11,17640,45,0.4,4,0
10290,"Exantus, Susan",Software Engineering,Software Engineer,Terminated for Cause,Needs Improvement,2.1,5,99280,11,86.82,11,5940,45,0.56,2,0
10291,"Smith, John",Sales,Sales Manager,Active,Needs Improvement,2.4,4,72992,14,72.29,10,35280,45,0.49,8,0
10292,"Cole, Spencer",Production       ,Production Technician I,Terminated for Cause,Needs Improvement,2.0,3,59144,14,72.0,11,11340,45,0.51,3,0
10293,"Wallace, Theresa",Production       ,Production Technician I,Voluntarily Terminated,Needs Improvement,2.5,3,50274,14,86.71,10,10080,45,0.56,2,0
10294,"Blount, Dianna",Production       ,Production Technician II,Active,Needs Improvement,2.0,3,66441,14,72.21,11,17640,45,0.53,4,6930
10295,"Saar-Beckles, Melinda",Production       ,Production Technician I,Active,Needs Improvement,2.6,4,47750,14,92.5,11,28350,45,0.62,5,0
10296,"Evensen, April",Production       ,Production Technician I,Terminated for Cause,Needs Improvement,2.3,3,59124,14,92.79,11,22680,45,0.53,4,0
10297,"Pelletier, Ermine",Production       ,Production Technician II,Voluntarily Terminated,Needs Improvement,2.4,5,60270,14,70.93,10,13230,45,0.53,3,0
10298,"Miller, Ned",Production       ,Production Technician II,Voluntarily Terminated,PIP,3.0,2,55800,14,71.79,10,4410,45,0.58,1,0
10299,"Erilus, Angela",Production       ,Production Technician II,Active,PIP,3.0,1,56847,11,81.73,11,3960,45,0.47,1,0
10300,"Gonzalez, Juan",Production       ,Production Technician II,Voluntarily Terminated,PIP,3.0,3,68898,12,80.0,10,22680,45,0.56,6,0
10301,"Ybarra, Catherine ",Production       ,Production Technician I,Voluntarily Terminated,PIP,3.2,2,48513,14,75.07,10,3780,45,0.64,1,0
10302,"Sparks, Taylor  ",Production       ,Production Technician I,Active,PIP,2.4,2,64021,14,85.14,11,13230,45,0.53,3,0
10303,"O'hare, Lynn",Production       ,Production Technician I,Terminated for Cause,PIP,2.33,2,52674,14,99.36,10,3780,45,0.49,1,0
10304,"Dietrich, Jenna  ",Sales,Area Sales Manager,Active,PIP,2.3,1,59231,12,67.17,11,11340,45,0.42,3,0
10305,"Forrest, Alex",Sales,Area Sales Manager,Terminated for Cause,PIP,2.0,5,70187,14,86.71,11,17010,45,0.44,3,0
10306,"Delarge, Alex",Sales,Area Sales Manager,Active,PIP,1.93,3,61568,14,86.86,10,15120,45,0.47,4,0
10307,"Stansfield, Norman",Sales,Area Sales Manager,Active,PIP,1.81,2,58273,12,84.67,11,12960,45,0.42,4,0
10308,"Fernandes, Nilson  ",Production       ,Production Technician I,Active,PIP,1.56,5,64057,14,87.5,10,7560,45,0.51,2,0
10309,"Fett, Boba",IT/IS,Network Engineer,Active,PIP,1.2,3,53366,12,69.67,10,12960,45,0.51,3,0
10310,"Desimone, Carl ",Production       ,Production Technician I,Active,PIP,1.12,2,53189,14,93.5,11,13230,45,0.53,3,0
10311,"Dee, Randy",Production       ,Production Technician I,Active,Fully Meets,4.3,4,56991,14,70.57,10,3780,45,0.56,1,0
